community,species,compound,flux,smetana
comp_1,Dactylosporangium_aurantiacum_NRRL_B_8018,arg__L,1,0.00125
comp_1,Devosia_insulae_DS_56,arg__L,-1,-0.00125
comp_1,Dactylosporangium_aurantiacum_NRRL_B_8018,glu__L,1,0.0025
comp_1,Devosia_insulae_DS_56,glu__L,-1,-0.0025
comp_1,Dactylosporangium_aurantiacum_NRRL_B_8018,glyc,1,0.015
comp_1,Devosia_insulae_DS_56,glyc,-1,-0.015
comp_1,Dactylosporangium_aurantiacum_NRRL_B_8018,h2s,1,0.005
comp_1,Devosia_insulae_DS_56,h2s,-1,-0.005
comp_1,Dactylosporangium_aurantiacum_NRRL_B_8018,lys__L,1,0.00125
comp_1,Devosia_insulae_DS_56,lys__L,-1,-0.00125
comp_1,Dactylosporangium_aurantiacum_NRRL_B_8018,pro__L,1,0.0025
comp_1,Devosia_insulae_DS_56,pro__L,-1,-0.0025
comp_1,Lysobacter_dokdonensis_DS_58,arg__L,1,0.01
comp_1,Devosia_insulae_DS_56,arg__L,-1,-0.01
comp_1,Lysobacter_dokdonensis_DS_58,g3pe,1,0.04
comp_1,Devosia_insulae_DS_56,g3pe,-1,-0.04
comp_1,Lysobacter_dokdonensis_DS_58,glu__L,1,0.02
comp_1,Devosia_insulae_DS_56,glu__L,-1,-0.02
comp_1,Lysobacter_dokdonensis_DS_58,glyc3p,1,0.64
comp_1,Devosia_insulae_DS_56,glyc3p,-1,-0.64
comp_1,Lysobacter_dokdonensis_DS_58,glyc,1,0.12
comp_1,Devosia_insulae_DS_56,glyc,-1,-0.12
comp_1,Lysobacter_dokdonensis_DS_58,h2s,1,0.04
comp_1,Devosia_insulae_DS_56,h2s,-1,-0.04
comp_1,Lysobacter_dokdonensis_DS_58,lys__L,1,0.01
comp_1,Devosia_insulae_DS_56,lys__L,-1,-0.01
comp_1,Lysobacter_dokdonensis_DS_58,met__L,1,1
comp_1,Devosia_insulae_DS_56,met__L,-1,-1
comp_1,Flavobacterium_succinicans_LMG_10402,g3pe,1,0.005
comp_1,Devosia_insulae_DS_56,g3pe,-1,-0.005
comp_1,Flavobacterium_succinicans_LMG_10402,glu__L,1,0.0025
comp_1,Devosia_insulae_DS_56,glu__L,-1,-0.0025
comp_1,Flavobacterium_succinicans_LMG_10402,glyc,1,0.015
comp_1,Devosia_insulae_DS_56,glyc,-1,-0.015
comp_1,Flavobacterium_succinicans_LMG_10402,h2s,1,0.005
comp_1,Devosia_insulae_DS_56,h2s,-1,-0.005
comp_1,Flavobacterium_succinicans_LMG_10402,pro__L,1,0.0025
comp_1,Devosia_insulae_DS_56,pro__L,-1,-0.0025
comp_1,Pseudonocardia_acaciae_DSM_45401,arg__L,1,0.01
comp_1,Devosia_insulae_DS_56,arg__L,-1,-0.01
comp_1,Pseudonocardia_acaciae_DSM_45401,asn__L,1,1
comp_1,Devosia_insulae_DS_56,asn__L,-1,-1
comp_1,Pseudonocardia_acaciae_DSM_45401,glu__L,1,0.02
comp_1,Devosia_insulae_DS_56,glu__L,-1,-0.02
comp_1,Pseudonocardia_acaciae_DSM_45401,glyc,1,0.12
comp_1,Devosia_insulae_DS_56,glyc,-1,-0.12
comp_1,Pseudonocardia_acaciae_DSM_45401,h2s,1,0.04
comp_1,Devosia_insulae_DS_56,h2s,-1,-0.04
comp_1,Pseudonocardia_acaciae_DSM_45401,lys__L,1,0.01
comp_1,Devosia_insulae_DS_56,lys__L,-1,-0.01
comp_1,Pseudonocardia_acaciae_DSM_45401,pro__L,1,0.02
comp_1,Devosia_insulae_DS_56,pro__L,-1,-0.02
comp_1,Phenylobacterium_immobile_ATCC_35973_strain_E,arg__L,1,0.00125
comp_1,Devosia_insulae_DS_56,arg__L,-1,-0.00125
comp_1,Phenylobacterium_immobile_ATCC_35973_strain_E,glu__L,1,0.0025
comp_1,Devosia_insulae_DS_56,glu__L,-1,-0.0025
comp_1,Phenylobacterium_immobile_ATCC_35973_strain_E,glyc,1,0.015
comp_1,Devosia_insulae_DS_56,glyc,-1,-0.015
comp_1,Phenylobacterium_immobile_ATCC_35973_strain_E,h2s,1,0.005
comp_1,Devosia_insulae_DS_56,h2s,-1,-0.005
comp_1,Phenylobacterium_immobile_ATCC_35973_strain_E,lys__L,1,0.00125
comp_1,Devosia_insulae_DS_56,lys__L,-1,-0.00125
comp_1,Phenylobacterium_immobile_ATCC_35973_strain_E,pro__L,1,0.0025
comp_1,Devosia_insulae_DS_56,pro__L,-1,-0.0025
comp_1,Sphingomonas_melonis_TY,4abz,1,1
comp_1,Lacunisphaera_limnophila_IG16b,4abz,-1,-1
comp_1,Sphingomonas_melonis_TY,fum,1,0.04347826086956521
comp_1,Lacunisphaera_limnophila_IG16b,fum,-1,-0.04347826086956521
comp_1,Sphingomonas_melonis_TY,glu__L,1,0.04347826086956521
comp_1,Lacunisphaera_limnophila_IG16b,glu__L,-1,-0.04347826086956521
comp_1,Sphingomonas_melonis_TY,glyc,1,0.9565217391304348
comp_1,Lacunisphaera_limnophila_IG16b,glyc,-1,-0.9565217391304348
comp_1,Flavobacterium_succinicans_LMG_10402,5dglcn,1,0.5652173913043478
comp_1,Lacunisphaera_limnophila_IG16b,5dglcn,-1,-0.5652173913043478
comp_1,Flavobacterium_succinicans_LMG_10402,fum,1,0.04347826086956521
comp_1,Lacunisphaera_limnophila_IG16b,fum,-1,-0.04347826086956521
comp_1,Flavobacterium_succinicans_LMG_10402,glu__L,1,0.04347826086956521
comp_1,Lacunisphaera_limnophila_IG16b,glu__L,-1,-0.04347826086956521
comp_1,Flavobacterium_succinicans_LMG_10402,glyc,1,0.9565217391304348
comp_1,Lacunisphaera_limnophila_IG16b,glyc,-1,-0.9565217391304348
comp_1,Flavobacterium_succinicans_LMG_10402,ptrc,1,0.04347826086956521
comp_1,Lacunisphaera_limnophila_IG16b,ptrc,-1,-0.04347826086956521
comp_1,Flavobacterium_succinicans_LMG_10402,pyr,1,0.04347826086956521
comp_1,Lacunisphaera_limnophila_IG16b,pyr,-1,-0.04347826086956521
comp_1,Flavobacterium_succinicans_LMG_10402,thymd,1,1
comp_1,Lacunisphaera_limnophila_IG16b,thymd,-1,-1
comp_1,Flavobacterium_succinicans_LMG_10402,adn,1,1
comp_1,Sphingomonas_melonis_TY,adn,-1,-1
comp_1,Flavobacterium_succinicans_LMG_10402,bz,1,1
comp_1,Sphingomonas_melonis_TY,bz,-1,-1
comp_1,Massilia_timonae_NEU,glyc3p,1,0.5
comp_1,Steroidobacter_denitrificans_DSM_18526,glyc3p,-1,-0.5
comp_1,Massilia_timonae_NEU,lys__L,1,0.5
comp_1,Steroidobacter_denitrificans_DSM_18526,lys__L,-1,-0.5
comp_1,Lysobacter_dokdonensis_DS_58,glyc3p,1,0.5
comp_1,Steroidobacter_denitrificans_DSM_18526,glyc3p,-1,-0.5
comp_1,Lysobacter_dokdonensis_DS_58,lys__L,1,0.5
comp_1,Steroidobacter_denitrificans_DSM_18526,lys__L,-1,-0.5
comp_1,Massilia_timonae_NEU,glyc3p,1,0.3333333333333333
comp_1,Dactylosporangium_aurantiacum_NRRL_B_8018,glyc3p,-1,-0.3333333333333333
comp_1,Lysobacter_dokdonensis_DS_58,glyc3p,1,0.3333333333333333
comp_1,Dactylosporangium_aurantiacum_NRRL_B_8018,glyc3p,-1,-0.3333333333333333
comp_1,Lacunisphaera_limnophila_IG16b,man6p,1,0.2222222222222222
comp_1,Lysobacter_dokdonensis_DS_58,man6p,-1,-0.2222222222222222
comp_1,Lacunisphaera_limnophila_IG16b,tol,1,0.2222222222222222
comp_1,Lysobacter_dokdonensis_DS_58,tol,-1,-0.2222222222222222
comp_1,Sphingomonas_melonis_TY,val__L,1,0.1111111111111111
comp_1,Lysobacter_dokdonensis_DS_58,val__L,-1,-0.1111111111111111
comp_1,Flavobacterium_succinicans_LMG_10402,leu__L,1,0.8888888888888888
comp_1,Lysobacter_dokdonensis_DS_58,leu__L,-1,-0.8888888888888888
comp_1,Flavobacterium_succinicans_LMG_10402,tol,1,0.8888888888888888
comp_1,Lysobacter_dokdonensis_DS_58,tol,-1,-0.8888888888888888
comp_1,Flavobacterium_succinicans_LMG_10402,val__L,1,0.8888888888888888
comp_1,Lysobacter_dokdonensis_DS_58,val__L,-1,-0.8888888888888888
comp_1,Pseudonocardia_acaciae_DSM_45401,thr__L,1,1
comp_1,Lysobacter_dokdonensis_DS_58,thr__L,-1,-1
comp_1,Phenylobacterium_immobile_ATCC_35973_strain_E,leu__L,1,0.2222222222222222
comp_1,Lysobacter_dokdonensis_DS_58,leu__L,-1,-0.2222222222222222
comp_1,Phenylobacterium_immobile_ATCC_35973_strain_E,val__L,1,0.2222222222222222
comp_1,Lysobacter_dokdonensis_DS_58,val__L,-1,-0.2222222222222222
comp_1,Lysobacter_dokdonensis_DS_58,g3pe,1,0.2
comp_1,Pseudonocardia_acaciae_DSM_45401,g3pe,-1,-0.2
comp_1,Lysobacter_dokdonensis_DS_58,glyald,1,0.2
comp_1,Pseudonocardia_acaciae_DSM_45401,glyald,-1,-0.2
comp_1,Lysobacter_dokdonensis_DS_58,glyc3p,1,0.2
comp_1,Pseudonocardia_acaciae_DSM_45401,glyc3p,-1,-0.2
comp_1,Lysobacter_dokdonensis_DS_58,glyc,1,0.2
comp_1,Pseudonocardia_acaciae_DSM_45401,glyc,-1,-0.2
comp_1,Lysobacter_dokdonensis_DS_58,ura,1,1
comp_1,Pseudonocardia_acaciae_DSM_45401,ura,-1,-1
comp_1,Flavobacterium_succinicans_LMG_10402,bz,1,0.5
comp_1,Phenylobacterium_immobile_ATCC_35973_strain_E,bz,-1,-0.5
comp_1,Flavobacterium_succinicans_LMG_10402,ser__D,1,0.5
comp_1,Phenylobacterium_immobile_ATCC_35973_strain_E,ser__D,-1,-0.5
comp_1,Pseudonocardia_acaciae_DSM_45401,bz,1,0.25
comp_1,Phenylobacterium_immobile_ATCC_35973_strain_E,bz,-1,-0.25
comp_1,Pseudonocardia_acaciae_DSM_45401,ser__D,1,0.25
comp_1,Phenylobacterium_immobile_ATCC_35973_strain_E,ser__D,-1,-0.25
comp_10,Turneriella_parva_DSM_21527,ac,1,0.06
comp_10,Geobacter_bemidjiensis_Bem,ac,-1,-0.06
comp_10,Turneriella_parva_DSM_21527,acald,1,0.02
comp_10,Geobacter_bemidjiensis_Bem,acald,-1,-0.02
comp_10,Turneriella_parva_DSM_21527,akg,1,0.1
comp_10,Geobacter_bemidjiensis_Bem,akg,-1,-0.1
comp_10,Turneriella_parva_DSM_21527,fum,1,0.03
comp_10,Geobacter_bemidjiensis_Bem,fum,-1,-0.03
comp_10,Turneriella_parva_DSM_21527,glyc,1,0.48
comp_10,Geobacter_bemidjiensis_Bem,glyc,-1,-0.48
comp_10,Turneriella_parva_DSM_21527,ile__L,1,0.05
comp_10,Geobacter_bemidjiensis_Bem,ile__L,-1,-0.05
comp_10,Turneriella_parva_DSM_21527,lac__L,1,0.16
comp_10,Geobacter_bemidjiensis_Bem,lac__L,-1,-0.16
comp_10,Turneriella_parva_DSM_21527,nh4,1,0.76
comp_10,Geobacter_bemidjiensis_Bem,nh4,-1,-0.76
comp_10,Turneriella_parva_DSM_21527,pyr,1,0.2
comp_10,Geobacter_bemidjiensis_Bem,pyr,-1,-0.2
comp_10,Turneriella_parva_DSM_21527,succ,1,0.02
comp_10,Geobacter_bemidjiensis_Bem,succ,-1,-0.02
comp_10,Turneriella_parva_DSM_21527,abt__L,1,0.01
comp_10,Chryseolinea_serpens_DSM_24574,abt__L,-1,-0.01
comp_10,Turneriella_parva_DSM_21527,acald,1,0.11
comp_10,Chryseolinea_serpens_DSM_24574,acald,-1,-0.11
comp_10,Turneriella_parva_DSM_21527,akg,1,0.03
comp_10,Chryseolinea_serpens_DSM_24574,akg,-1,-0.03
comp_10,Turneriella_parva_DSM_21527,ala__D,1,0.28
comp_10,Chryseolinea_serpens_DSM_24574,ala__D,-1,-0.28
comp_10,Turneriella_parva_DSM_21527,etoh,1,0.02
comp_10,Chryseolinea_serpens_DSM_24574,etoh,-1,-0.02
comp_10,Turneriella_parva_DSM_21527,fum,1,0.04
comp_10,Chryseolinea_serpens_DSM_24574,fum,-1,-0.04
comp_10,Turneriella_parva_DSM_21527,glyc,1,0.38
comp_10,Chryseolinea_serpens_DSM_24574,glyc,-1,-0.38
comp_10,Turneriella_parva_DSM_21527,h2s,1,0.02
comp_10,Chryseolinea_serpens_DSM_24574,h2s,-1,-0.02
comp_10,Turneriella_parva_DSM_21527,mal__L,1,0.02
comp_10,Chryseolinea_serpens_DSM_24574,mal__L,-1,-0.02
comp_10,Turneriella_parva_DSM_21527,meoh,1,0.02
comp_10,Chryseolinea_serpens_DSM_24574,meoh,-1,-0.02
comp_10,Turneriella_parva_DSM_21527,nh4,1,0.46
comp_10,Chryseolinea_serpens_DSM_24574,nh4,-1,-0.46
comp_10,Turneriella_parva_DSM_21527,pro__L,1,0.01
comp_10,Chryseolinea_serpens_DSM_24574,pro__L,-1,-0.01
comp_10,Geobacter_bemidjiensis_Bem,acald,1,0.02875
comp_10,Mesorhizobium_ciceri_ca181,acald,-1,-0.02875
comp_10,Geobacter_bemidjiensis_Bem,nh4,1,0.01625
comp_10,Mesorhizobium_ciceri_ca181,nh4,-1,-0.01625
comp_10,Turneriella_parva_DSM_21527,acald,1,0.23
comp_10,Mesorhizobium_ciceri_ca181,acald,-1,-0.23
comp_10,Turneriella_parva_DSM_21527,nh4,1,0.13
comp_10,Mesorhizobium_ciceri_ca181,nh4,-1,-0.13
comp_10,Chryseolinea_serpens_DSM_24574,5mtr,1,0.01
comp_10,Mesorhizobium_ciceri_ca181,5mtr,-1,-0.01
comp_10,Chryseolinea_serpens_DSM_24574,acald,1,0.02875
comp_10,Mesorhizobium_ciceri_ca181,acald,-1,-0.02875
comp_10,Chryseolinea_serpens_DSM_24574,ala__L,1,0.00125
comp_10,Mesorhizobium_ciceri_ca181,ala__L,-1,-0.00125
comp_10,Chryseolinea_serpens_DSM_24574,dha,1,0.0075
comp_10,Mesorhizobium_ciceri_ca181,dha,-1,-0.0075
comp_10,Chryseolinea_serpens_DSM_24574,glyc3p,1,0.1175
comp_10,Mesorhizobium_ciceri_ca181,glyc3p,-1,-0.1175
comp_10,Chryseolinea_serpens_DSM_24574,nh4,1,0.01625
comp_10,Mesorhizobium_ciceri_ca181,nh4,-1,-0.01625
comp_10,Xylophilus_ampelinus_CCH5_B3,acald,1,0.02875
comp_10,Mesorhizobium_ciceri_ca181,acald,-1,-0.02875
comp_10,Xylophilus_ampelinus_CCH5_B3,nh4,1,0.01625
comp_10,Mesorhizobium_ciceri_ca181,nh4,-1,-0.01625
comp_10,Niabella_ginsenosidivorans_BS26,acald,1,0.02875
comp_10,Mesorhizobium_ciceri_ca181,acald,-1,-0.02875
comp_10,Niabella_ginsenosidivorans_BS26,nh4,1,0.01625
comp_10,Mesorhizobium_ciceri_ca181,nh4,-1,-0.01625
comp_10,Hyalangium_minutum_DSM_14724,5mtr,1,0.01
comp_10,Mesorhizobium_ciceri_ca181,5mtr,-1,-0.01
comp_10,Hyalangium_minutum_DSM_14724,acald,1,0.02875
comp_10,Mesorhizobium_ciceri_ca181,acald,-1,-0.02875
comp_10,Hyalangium_minutum_DSM_14724,ala__L,1,0.00125
comp_10,Mesorhizobium_ciceri_ca181,ala__L,-1,-0.00125
comp_10,Hyalangium_minutum_DSM_14724,nh4,1,0.01625
comp_10,Mesorhizobium_ciceri_ca181,nh4,-1,-0.01625
comp_10,Rugamonas_rubra_ATCC_43154,acald,1,0.02875
comp_10,Mesorhizobium_ciceri_ca181,acald,-1,-0.02875
comp_10,Rugamonas_rubra_ATCC_43154,dha,1,0.0075
comp_10,Mesorhizobium_ciceri_ca181,dha,-1,-0.0075
comp_10,Rugamonas_rubra_ATCC_43154,nh4,1,0.01625
comp_10,Mesorhizobium_ciceri_ca181,nh4,-1,-0.01625
comp_10,Steroidobacter_denitrificans_DSM_18526,acald,1,0.02875
comp_10,Mesorhizobium_ciceri_ca181,acald,-1,-0.02875
comp_10,Steroidobacter_denitrificans_DSM_18526,ala__L,1,0.00125
comp_10,Mesorhizobium_ciceri_ca181,ala__L,-1,-0.00125
comp_10,Steroidobacter_denitrificans_DSM_18526,nh4,1,0.01625
comp_10,Mesorhizobium_ciceri_ca181,nh4,-1,-0.01625
comp_10,Streptomyces_griseoruber_NRRL_B_1818,acald,1,0.23
comp_10,Mesorhizobium_ciceri_ca181,acald,-1,-0.23
comp_10,Streptomyces_griseoruber_NRRL_B_1818,ala__L,1,0.01
comp_10,Mesorhizobium_ciceri_ca181,ala__L,-1,-0.01
comp_10,Streptomyces_griseoruber_NRRL_B_1818,nh4,1,0.13
comp_10,Mesorhizobium_ciceri_ca181,nh4,-1,-0.13
comp_10,Streptomyces_griseoruber_NRRL_B_1818,thr__L,1,1
comp_10,Mesorhizobium_ciceri_ca181,thr__L,-1,-1
comp_10,Geobacter_bemidjiensis_Bem,bz,1,0.08146067415730338
comp_10,Xylophilus_ampelinus_CCH5_B3,bz,-1,-0.08146067415730338
comp_10,Geobacter_bemidjiensis_Bem,mal__L,1,0.00140449438202247
comp_10,Xylophilus_ampelinus_CCH5_B3,mal__L,-1,-0.00140449438202247
comp_10,Turneriella_parva_DSM_21527,mal__L,1,0.01123595505617977
comp_10,Xylophilus_ampelinus_CCH5_B3,mal__L,-1,-0.01123595505617977
comp_10,Turneriella_parva_DSM_21527,pnto__R,1,1
comp_10,Xylophilus_ampelinus_CCH5_B3,pnto__R,-1,-1
comp_10,Chryseolinea_serpens_DSM_24574,glyc3p,1,0.00842696629213483
comp_10,Xylophilus_ampelinus_CCH5_B3,glyc3p,-1,-0.00842696629213483
comp_10,Chryseolinea_serpens_DSM_24574,mal__L,1,0.00140449438202247
comp_10,Xylophilus_ampelinus_CCH5_B3,mal__L,-1,-0.00140449438202247
comp_10,Niabella_ginsenosidivorans_BS26,arg__L,1,0.125
comp_10,Xylophilus_ampelinus_CCH5_B3,arg__L,-1,-0.125
comp_10,Niabella_ginsenosidivorans_BS26,mal__L,1,0.00140449438202247
comp_10,Xylophilus_ampelinus_CCH5_B3,mal__L,-1,-0.00140449438202247
comp_10,Hyalangium_minutum_DSM_14724,mal__L,1,0.00140449438202247
comp_10,Xylophilus_ampelinus_CCH5_B3,mal__L,-1,-0.00140449438202247
comp_10,Rugamonas_rubra_ATCC_43154,4hbz,1,0.04353932584269663
comp_10,Xylophilus_ampelinus_CCH5_B3,4hbz,-1,-0.04353932584269663
comp_10,Rugamonas_rubra_ATCC_43154,arg__L,1,0.125
comp_10,Xylophilus_ampelinus_CCH5_B3,arg__L,-1,-0.125
comp_10,Rugamonas_rubra_ATCC_43154,mal__L,1,0.00140449438202247
comp_10,Xylophilus_ampelinus_CCH5_B3,mal__L,-1,-0.00140449438202247
comp_10,Streptomyces_griseoruber_NRRL_B_1818,arg__L,1,1
comp_10,Xylophilus_ampelinus_CCH5_B3,arg__L,-1,-1
comp_10,Streptomyces_griseoruber_NRRL_B_1818,asn__L,1,1
comp_10,Xylophilus_ampelinus_CCH5_B3,asn__L,-1,-1
comp_10,Streptomyces_griseoruber_NRRL_B_1818,bz,1,0.651685393258427
comp_10,Xylophilus_ampelinus_CCH5_B3,bz,-1,-0.651685393258427
comp_10,Streptomyces_griseoruber_NRRL_B_1818,mal__L,1,0.01123595505617977
comp_10,Xylophilus_ampelinus_CCH5_B3,mal__L,-1,-0.01123595505617977
comp_10,Streptomyces_griseoruber_NRRL_B_1818,pnto__R,1,1
comp_10,Xylophilus_ampelinus_CCH5_B3,pnto__R,-1,-1
comp_10,Geobacter_bemidjiensis_Bem,acald,1,0.00446428571428571
comp_10,Niabella_ginsenosidivorans_BS26,acald,-1,-0.00446428571428571
comp_10,Geobacter_bemidjiensis_Bem,akg,1,0.02232142857142857
comp_10,Niabella_ginsenosidivorans_BS26,akg,-1,-0.02232142857142857
comp_10,Geobacter_bemidjiensis_Bem,pro__L,1,0.00892857142857142
comp_10,Niabella_ginsenosidivorans_BS26,pro__L,-1,-0.00892857142857142
comp_10,Turneriella_parva_DSM_21527,abt__L,1,0.0238095238095238
comp_10,Niabella_ginsenosidivorans_BS26,abt__L,-1,-0.0238095238095238
comp_10,Turneriella_parva_DSM_21527,acald,1,0.03571428571428571
comp_10,Niabella_ginsenosidivorans_BS26,acald,-1,-0.03571428571428571
comp_10,Turneriella_parva_DSM_21527,akg,1,0.17857142857142858
comp_10,Niabella_ginsenosidivorans_BS26,akg,-1,-0.17857142857142858
comp_10,Turneriella_parva_DSM_21527,arab__L,1,0.35714285714285715
comp_10,Niabella_ginsenosidivorans_BS26,arab__L,-1,-0.35714285714285715
comp_10,Turneriella_parva_DSM_21527,glyald,1,0.0238095238095238
comp_10,Niabella_ginsenosidivorans_BS26,glyald,-1,-0.0238095238095238
comp_10,Turneriella_parva_DSM_21527,gthox,1,0.09523809523809525
comp_10,Niabella_ginsenosidivorans_BS26,gthox,-1,-0.09523809523809525
comp_10,Turneriella_parva_DSM_21527,gthrd,1,0.05952380952380952
comp_10,Niabella_ginsenosidivorans_BS26,gthrd,-1,-0.05952380952380952
comp_10,Turneriella_parva_DSM_21527,pro__L,1,0.07142857142857142
comp_10,Niabella_ginsenosidivorans_BS26,pro__L,-1,-0.07142857142857142
comp_10,Chryseolinea_serpens_DSM_24574,5dglcn,1,0.03720238095238095
comp_10,Niabella_ginsenosidivorans_BS26,5dglcn,-1,-0.03720238095238095
comp_10,Chryseolinea_serpens_DSM_24574,abt__L,1,0.00297619047619047
comp_10,Niabella_ginsenosidivorans_BS26,abt__L,-1,-0.00297619047619047
comp_10,Chryseolinea_serpens_DSM_24574,acald,1,0.00446428571428571
comp_10,Niabella_ginsenosidivorans_BS26,acald,-1,-0.00446428571428571
comp_10,Chryseolinea_serpens_DSM_24574,akg,1,0.02232142857142857
comp_10,Niabella_ginsenosidivorans_BS26,akg,-1,-0.02232142857142857
comp_10,Chryseolinea_serpens_DSM_24574,arab__L,1,0.04464285714285714
comp_10,Niabella_ginsenosidivorans_BS26,arab__L,-1,-0.04464285714285714
comp_10,Chryseolinea_serpens_DSM_24574,glu__L,1,0.01488095238095238
comp_10,Niabella_ginsenosidivorans_BS26,glu__L,-1,-0.01488095238095238
comp_10,Chryseolinea_serpens_DSM_24574,gthox,1,0.0119047619047619
comp_10,Niabella_ginsenosidivorans_BS26,gthox,-1,-0.0119047619047619
comp_10,Chryseolinea_serpens_DSM_24574,gthrd,1,0.00744047619047619
comp_10,Niabella_ginsenosidivorans_BS26,gthrd,-1,-0.00744047619047619
comp_10,Chryseolinea_serpens_DSM_24574,his__L,1,0.0119047619047619
comp_10,Niabella_ginsenosidivorans_BS26,his__L,-1,-0.0119047619047619
comp_10,Chryseolinea_serpens_DSM_24574,orn,1,0.04761904761904761
comp_10,Niabella_ginsenosidivorans_BS26,orn,-1,-0.04761904761904761
comp_10,Chryseolinea_serpens_DSM_24574,pro__L,1,0.00892857142857142
comp_10,Niabella_ginsenosidivorans_BS26,pro__L,-1,-0.00892857142857142
comp_10,Chryseolinea_serpens_DSM_24574,xtsn,1,0.12351190476190475
comp_10,Niabella_ginsenosidivorans_BS26,xtsn,-1,-0.12351190476190475
comp_10,Mesorhizobium_ciceri_ca181,acald,1,0.00446428571428571
comp_10,Niabella_ginsenosidivorans_BS26,acald,-1,-0.00446428571428571
comp_10,Mesorhizobium_ciceri_ca181,glu__L,1,0.01488095238095238
comp_10,Niabella_ginsenosidivorans_BS26,glu__L,-1,-0.01488095238095238
comp_10,Mesorhizobium_ciceri_ca181,gthrd,1,0.00744047619047619
comp_10,Niabella_ginsenosidivorans_BS26,gthrd,-1,-0.00744047619047619
comp_10,Xylophilus_ampelinus_CCH5_B3,acald,1,0.00446428571428571
comp_10,Niabella_ginsenosidivorans_BS26,acald,-1,-0.00446428571428571
comp_10,Xylophilus_ampelinus_CCH5_B3,glu__L,1,0.01488095238095238
comp_10,Niabella_ginsenosidivorans_BS26,glu__L,-1,-0.01488095238095238
comp_10,Xylophilus_ampelinus_CCH5_B3,glyald,1,0.00297619047619047
comp_10,Niabella_ginsenosidivorans_BS26,glyald,-1,-0.00297619047619047
comp_10,Xylophilus_ampelinus_CCH5_B3,gthox,1,0.0119047619047619
comp_10,Niabella_ginsenosidivorans_BS26,gthox,-1,-0.0119047619047619
comp_10,Xylophilus_ampelinus_CCH5_B3,gthrd,1,0.00744047619047619
comp_10,Niabella_ginsenosidivorans_BS26,gthrd,-1,-0.00744047619047619
comp_10,Xylophilus_ampelinus_CCH5_B3,pro__L,1,0.00892857142857142
comp_10,Niabella_ginsenosidivorans_BS26,pro__L,-1,-0.00892857142857142
comp_10,Xylophilus_ampelinus_CCH5_B3,xtsn,1,0.12351190476190475
comp_10,Niabella_ginsenosidivorans_BS26,xtsn,-1,-0.12351190476190475
comp_10,Hyalangium_minutum_DSM_14724,acald,1,0.00446428571428571
comp_10,Niabella_ginsenosidivorans_BS26,acald,-1,-0.00446428571428571
comp_10,Hyalangium_minutum_DSM_14724,akg,1,0.02232142857142857
comp_10,Niabella_ginsenosidivorans_BS26,akg,-1,-0.02232142857142857
comp_10,Hyalangium_minutum_DSM_14724,glu__L,1,0.01488095238095238
comp_10,Niabella_ginsenosidivorans_BS26,glu__L,-1,-0.01488095238095238
comp_10,Hyalangium_minutum_DSM_14724,gthrd,1,0.00744047619047619
comp_10,Niabella_ginsenosidivorans_BS26,gthrd,-1,-0.00744047619047619
comp_10,Hyalangium_minutum_DSM_14724,pro__L,1,0.00892857142857142
comp_10,Niabella_ginsenosidivorans_BS26,pro__L,-1,-0.00892857142857142
comp_10,Rugamonas_rubra_ATCC_43154,acald,1,0.00446428571428571
comp_10,Niabella_ginsenosidivorans_BS26,acald,-1,-0.00446428571428571
comp_10,Rugamonas_rubra_ATCC_43154,arg__L,1,0.00446428571428571
comp_10,Niabella_ginsenosidivorans_BS26,arg__L,-1,-0.00446428571428571
comp_10,Rugamonas_rubra_ATCC_43154,glu__L,1,0.01488095238095238
comp_10,Niabella_ginsenosidivorans_BS26,glu__L,-1,-0.01488095238095238
comp_10,Rugamonas_rubra_ATCC_43154,his__L,1,0.0119047619047619
comp_10,Niabella_ginsenosidivorans_BS26,his__L,-1,-0.0119047619047619
comp_10,Rugamonas_rubra_ATCC_43154,orn,1,0.04761904761904761
comp_10,Niabella_ginsenosidivorans_BS26,orn,-1,-0.04761904761904761
comp_10,Rugamonas_rubra_ATCC_43154,pro__L,1,0.00892857142857142
comp_10,Niabella_ginsenosidivorans_BS26,pro__L,-1,-0.00892857142857142
comp_10,Steroidobacter_denitrificans_DSM_18526,acald,1,0.00446428571428571
comp_10,Niabella_ginsenosidivorans_BS26,acald,-1,-0.00446428571428571
comp_10,Steroidobacter_denitrificans_DSM_18526,pro__L,1,0.00892857142857142
comp_10,Niabella_ginsenosidivorans_BS26,pro__L,-1,-0.00892857142857142
comp_10,Streptomyces_griseoruber_NRRL_B_1818,acald,1,0.03571428571428571
comp_10,Niabella_ginsenosidivorans_BS26,acald,-1,-0.03571428571428571
comp_10,Streptomyces_griseoruber_NRRL_B_1818,arg__L,1,0.03571428571428571
comp_10,Niabella_ginsenosidivorans_BS26,arg__L,-1,-0.03571428571428571
comp_10,Streptomyces_griseoruber_NRRL_B_1818,asn__L,1,1
comp_10,Niabella_ginsenosidivorans_BS26,asn__L,-1,-1
comp_10,Streptomyces_griseoruber_NRRL_B_1818,glu__L,1,0.11904761904761904
comp_10,Niabella_ginsenosidivorans_BS26,glu__L,-1,-0.11904761904761904
comp_10,Streptomyces_griseoruber_NRRL_B_1818,glyald,1,0.0238095238095238
comp_10,Niabella_ginsenosidivorans_BS26,glyald,-1,-0.0238095238095238
